PassengerId,Survived,Probability
1047,0,0.11498102895285764
1048,1,0.9291973233873149
1049,1,0.6154949527152307
1050,0,0.36521889054206486
1051,0,0.476690979119935
1052,1,0.6154949527152307
1053,0,0.1632306776013753
1054,1,0.8776181971549468
1055,0,0.14684088900351264
1056,0,0.14456396436431548
1057,1,0.5268943216247853
1058,0,0.2901739047854894
1059,0,0.2508030879161137
1060,1,0.9129760417699435
1061,0,0.4713949386406891
1062,0,0.11498102895285764
1063,0,0.12212223082912702
1064,0,0.30796351487193707
1065,0,0.12212223082912702
1066,0,0.2508030879161137
1067,1,0.8976195816500218
1068,1,0.8976195816500218
1069,0,0.42871457487483794
1070,1,0.9501083885189503
1071,1,0.9291973233873149
1072,0,0.14456396436431548
1073,0,0.32238488596092285
1074,1,0.9070153886854542
1075,0,0.11498102895285764
1076,1,0.9291973233873149
1077,0,0.16319350563442694
1078,1,0.8976195816500218
1079,0,0.14858520054386096
1080,0,0.1516673650762821
1081,0,0.14456396436431548
1082,0,0.18660234495680192
1083,0,0.1786339370073087
1084,0,0.11823731475606865
1085,0,0.14456396436431548
1086,0,0.2508030879161137
1087,0,0.10204922429467524
1088,0,0.32238488596092285
1089,1,0.6154949527152307
1090,0,0.14456396436431548
1091,0,0.4713949386406891
1092,0,0.49920288711262756
1093,0,0.11278348112713403
1094,0,0.32238488596092285
1095,1,0.8976195816500218
1096,0,0.14456396436431548
1097,0,0.1786339370073087
1098,1,0.6154949527152307
1099,0,0.14456396436431548
1100,1,0.9129760417699435
1101,0,0.10204922429467524
1102,0,0.1786339370073087
1103,0,0.0977019873666255
1104,0,0.25036299272949086
1105,1,0.8976195816500218
1106,1,0.7278301598699772
1107,0,0.2901739047854894
1108,1,0.6154949527152307
1109,0,0.2791614566378976
1110,1,0.9291973233873149
1111,0,0.14195689732328248
1112,1,0.8776181971549468
1113,0,0.14195689732328248
1114,1,0.8776181971549468
1115,0,0.11498102895285764
1116,1,0.9129760417699435
1117,0,0.49920288711262756
1118,0,0.11498102895285764
1119,1,0.6154949527152307
1120,0,0.11278348112713403
1121,0,0.14456396436431548
1122,0,0.25036299272949086
1123,1,0.9129760417699435
1124,0,0.10624849057742158
1125,0,0.10204922429467524
1126,0,0.32238488596092285
1127,0,0.10204922429467524
1128,0,0.32238488596092285
1129,0,0.12212223082912702
1130,1,0.8776181971549468
1131,1,0.9291973233873149
1132,1,0.9129760417699435
1133,1,0.8976195816500218
1134,0,0.32238488596092285
1135,0,0.10204922429467524
1136,0,0.18660234495680192
1137,0,0.2901739047854894
1138,1,0.8976195816500218
1139,0,0.2508030879161137
1140,1,0.8976195816500218
1141,0,0.4066012487142338
1142,1,0.8976195816500218
1143,0,0.14195689732328248
1144,0,0.32238488596092285
1145,0,0.14195689732328248
1146,0,0.14195689732328248
1147,0,0.11498102895285764
1148,0,0.11498102895285764
1149,0,0.14195689732328248
1150,1,0.8776181971549468
1151,0,0.11498102895285764
1152,0,0.2008246535811635
1153,0,0.10204922429467524
1154,1,0.8976195816500218
1155,0,0.476690979119935
1156,0,0.14456396436431548
1157,0,0.10204922429467524
1158,0,0.09720014766514039
1159,0,0.11498102895285764
1160,0,0.4713949386406891
1161,0,0.14195689732328248
1162,0,0.32238488596092285
1163,0,0.11498102895285764
1164,1,0.9291973233873149
1165,0,0.49920288711262756
1166,0,0.12212223082912702
1167,1,0.8976195816500218
1168,0,0.14456396436431548
1169,0,0.18660234495680192
1170,0,0.18660234495680192
1171,0,0.14456396436431548
1172,0,0.4713949386406891
1173,0,0.15129253391749795
1174,1,0.6154949527152307
1175,0,0.49920288711262756
1176,1,0.5268943216247853
1177,0,0.11498102895285764
1178,0,0.11498102895285764
1179,0,0.32238488596092285
1180,0,0.12593966600916395
1181,0,0.14195689732328248
1182,0,0.23420688466475056
1183,1,0.7435927505062109
1184,0,0.12212223082912702
1185,1,0.6760414214175426
1186,0,0.14195689732328248
1187,0,0.10204922429467524
1188,1,0.8890108912297435
1189,0,0.18660234495680192
1190,0,0.23420688466475056
1191,0,0.10204922429467524
1192,0,0.11498102895285764
1193,0,0.20414051046249984
1194,0,0.1786339370073087
1195,0,0.14195689732328248
1196,1,0.6154949527152307
1197,1,0.9129760417699435
1198,0,0.45877222904237236
1199,0,0.14195689732328248
1200,0,0.32238488596092285
1201,0,0.4066012487142338
1202,0,0.14195689732328248
1203,0,0.12212223082912702
1204,0,0.11498102895285764
1205,1,0.6154949527152307
1206,1,0.9291973233873149
1207,1,0.6154949527152307
1208,0,0.32238488596092285
1209,0,0.14456396436431548
1210,0,0.10204922429467524
1211,0,0.2508030879161137
1212,0,0.11498102895285764
1213,0,0.12593966600916395
1214,0,0.2083235739943594
1215,0,0.30091364009323723
1216,1,0.9291973233873149
1217,0,0.0977019873666255
1218,1,0.9501083885189503
1219,0,0.2791614566378976
1220,0,0.18660234495680192
1221,0,0.14456396436431548
1222,1,0.8976195816500218
1223,0,0.3091350524876734
1224,0,0.12212223082912702
1225,1,0.512479740736431
1226,0,0.10204922429467524
1227,1,0.5635503284086448
1228,0,0.14456396436431548
1229,0,0.12212223082912702
1230,0,0.2508030879161137
1231,0,0.12212223082912702
1232,0,0.14456396436431548
1233,0,0.11498102895285764
1234,0,0.25036299272949086
1235,1,0.9769609421714753
1236,0,0.11823731475606865
1237,1,0.6154949527152307
1238,0,0.14456396436431548
1239,1,0.7816450380556066
1240,0,0.14456396436431548
1241,1,0.8976195816500218
1242,1,0.9769257894330294
1243,0,0.14456396436431548
1244,0,0.25036299272949086
1245,0,0.25036299272949086
1246,1,0.5268943216247853
1247,0,0.22522677247518713
1248,1,0.9055226957833309
1249,0,0.10204922429467524
1250,0,0.11498102895285764
1251,0,0.49920288711262756
1252,0,0.0640650505358534
1253,1,0.8976195816500218
1254,1,0.8976195816500218
1255,0,0.14195689732328248
1256,1,0.9731539414623149
1257,0,0.25987587569377113
1258,0,0.11823731475606865
1259,0,0.2292001669613193
1260,1,0.9291973233873149
1261,0,0.14456396436431548
1262,0,0.15129253391749795
1263,1,0.9291973233873149
1264,0,0.10028865061100704
1265,0,0.14456396436431548
1266,1,0.9819151085062252
1267,1,0.9291973233873149
1268,0,0.4713949386406891
1269,0,0.14456396436431548
1270,0,0.2901739047854894
1271,0,0.06420571424583295
1272,0,0.11498102895285764
1273,0,0.10204922429467524
1274,0,0.4066012487142338
1275,1,0.512479740736431
1276,0,0.14456396436431548
1277,1,0.9043825079003538
1278,0,0.11498102895285764
1279,0,0.14456396436431548
1280,0,0.11498102895285764
1281,0,0.06596499595090186
1282,0,0.32238488596092285
1283,1,0.9129760417699435
1284,0,0.1786339370073087
1285,0,0.14456396436431548
1286,0,0.06596499595090186
1287,1,0.9291973233873149
1288,0,0.11498102895285764
1289,1,0.9815566952037593
1290,0,0.11498102895285764
1291,0,0.11498102895285764
1292,1,0.9291973233873149
1293,0,0.18660234495680192
1294,1,0.9291973233873149
1295,0,0.23420688466475056
1296,0,0.3091350524876734
1297,0,0.3605726127276317
1298,0,0.15129253391749795
1299,0,0.32238488596092285
1300,1,0.6154949527152307
1301,0,0.476690979119935
1302,1,0.6154949527152307
1303,1,0.9291973233873149
1304,1,0.6154949527152307
1305,0,0.14195689732328248
1306,1,0.9291973233873149
1307,0,0.11498102895285764
1308,0,0.14195689732328248
1309,0,0.18660234495680192
